movieId,title,genres,year,title_clean,rating_count,rating_mean,imdbId,tmdbId,overview,poster_url,tmdb_genres
3147,"Green Mile, The (1999)",Crime|Drama,1999.0,"Green Mile, The",111,4.149,120689,497,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",https://image.tmdb.org/t/p/w500/o0lO84GI7qrG6XFvtsPOSV7CTNa.jpg,Fantasy|Drama|Crime
7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,2004.0,Kill Bill: Vol. 2,110,3.868,378194,393,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",https://image.tmdb.org/t/p/w500/vr9w5OrpAPjCdccZ6xheBqGkxwM.jpg,Action|Crime|Thriller
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,1994.0,Clear and Present Danger,110,3.605,109444,9331,"Agent Jack Ryan becomes acting Deputy Director of Intelligence for the CIA when Admiral Greer is diagnosed with cancer. When an American businessman, and friend of the president, is murdered on his yacht, Ryan starts discovering links between the man and drug dealers. As former CIA agent John Clark is sent to Colombia to kill drug cartel kingpins in retaliation, Ryan must fight through multiple cover-ups to figure out what happened and who's responsible.",https://image.tmdb.org/t/p/w500/6xTM8FPxrLRYwz6I3fqtwh7xybs.jpg,Action|Drama|Thriller
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,2000.0,"Crouching Tiger, Hidden Dragon (Wo hu cang long)",110,3.836,190332,146,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",https://image.tmdb.org/t/p/w500/iNDVBFNz4XyYzM9Lwip6atSTFqf.jpg,Adventure|Drama|Action|Romance
2,Jumanji (1995),Adventure|Children|Fantasy,1995.0,Jumanji,110,3.432,113497,8844,"When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.",https://image.tmdb.org/t/p/w500/vgpXmVaVyUL7GGiDeiK1mKEKzcX.jpg,Adventure|Fantasy|Family
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,1994.0,Interview with the Vampire: The Vampire Chronicles,109,3.459,110148,628,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",https://image.tmdb.org/t/p/w500/2162lAT2MP36MyJd2sttmj5du5T.jpg,Horror|Drama|Fantasy
4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,2001.0,Donnie Darko,109,3.982,246578,141,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",https://image.tmdb.org/t/p/w500/fhQoQfejY1hUcwyuLgpBrYs6uFt.jpg,Fantasy|Drama|Mystery
2918,Ferris Bueller's Day Off (1986),Comedy,1986.0,Ferris Bueller's Day Off,109,3.839,91042,9377,"After high school slacker Ferris Bueller successfully fakes an illness in order to skip school for the day, he goes on a series of adventures throughout Chicago with his girlfriend Sloane and best friend Cameron, all the while trying to outwit his wily school principal and fed-up sister.",https://image.tmdb.org/t/p/w500/9LTQNCvoLsKXP0LtaKAaYVtRaQL.jpg,Comedy
1258,"Shining, The (1980)",Horror,1980.0,"Shining, The",109,4.083,81505,694,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",https://image.tmdb.org/t/p/w500/uAR0AWqhQL1hQa69UDEbb2rE5Wx.jpg,Horror|Thriller
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,1968.0,2001: A Space Odyssey,109,3.894,62622,62,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",https://image.tmdb.org/t/p/w500/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg,Science Fiction|Mystery|Adventure
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,1994.0,Star Trek: Generations,108,3.394,111280,193,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,https://image.tmdb.org/t/p/w500/gh0ZZRwSmlzEZTIZee3ZCN9Jssx.jpg,Science Fiction|Action|Adventure|Thriller
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,1984.0,Indiana Jones and the Temple of Doom,108,3.639,87469,87,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",https://image.tmdb.org/t/p/w500/gpdVNUaa4LhRMLfJOPj1AZdhAZ3.jpg,Adventure|Action
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,2001.0,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone),107,3.762,241527,671,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",https://image.tmdb.org/t/p/w500/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,Adventure|Fantasy
1208,Apocalypse Now (1979),Action|Drama|War,1979.0,Apocalypse Now,107,4.22,78788,28,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",https://image.tmdb.org/t/p/w500/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,Drama|War
48516,"Departed, The (2006)",Crime|Drama|Thriller,2006.0,"Departed, The",107,4.252,407887,1422,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",https://image.tmdb.org/t/p/w500/nT97ifVT2J1yMQmeq20Qblg61T.jpg,Drama|Thriller|Crime
1732,"Big Lebowski, The (1998)",Comedy|Crime,1998.0,"Big Lebowski, The",106,3.925,118715,115,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",https://image.tmdb.org/t/p/w500/9mprbw31MGdd66LR0AQKoDMoFRv.jpg,Comedy|Crime
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,1993.0,Sleepless in Seattle,106,3.472,108160,858,"After the death of his mother, a young boy calls a radio station in an attempt to set his father up on a date. Talking about his father’s loneliness soon leads to a meeting with a young female journalist, who has flown to Seattle to write a story about the boy and his father.",https://image.tmdb.org/t/p/w500/jAXfku1u1uaLGh4cUmK0ESf1pPu.jpg,Comedy|Drama|Romance
68954,Up (2009),Adventure|Animation|Children|Drama,2009.0,Up,105,4.005,1049413,14160,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",https://image.tmdb.org/t/p/w500/mFvoEwSfLqbcWwFsDjQebn9bzFe.jpg,Animation|Comedy|Family|Adventure
1923,There's Something About Mary (1998),Comedy|Romance,1998.0,There's Something About Mary,105,3.676,129387,544,"For Ted, prom night went about as bad as it’s possible for any night to go. Thirteen years later, he finally gets another chance with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.",https://image.tmdb.org/t/p/w500/slJD1Dvnsf15LoeqhERsyzisAdn.jpg,Romance|Comedy
39,Clueless (1995),Comedy|Romance,1995.0,Clueless,104,3.293,112697,9603,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",https://image.tmdb.org/t/p/w500/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg,Comedy|Romance
223,Clerks (1994),Comedy,1994.0,Clerks,104,3.856,109445,2292,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",https://image.tmdb.org/t/p/w500/9IiSgiq4h4siTIS9H3o4nZ3h5L9.jpg,Comedy
60069,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,2008.0,WALL·E,104,4.058,910970,10681,"What if mankind had to leave Earth and somebody forgot to turn the last robot off? After hundreds of years doing what he was built for, WALL•E discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALL•E has inadvertently stumbled upon the key to the planet's future, and races back to space to report to the humans. Meanwhile, WALL•E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen.",https://image.tmdb.org/t/p/w500/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,Animation|Family|Science Fiction
111,Taxi Driver (1976),Crime|Drama|Thriller,1976.0,Taxi Driver,104,4.106,75314,103,"Suffering from insomnia, disturbed loner Travis Bickle takes a job as a New York City cabbie, haunting the streets nightly, growing increasingly detached from reality as he dreams of cleaning up the filthy city.",https://image.tmdb.org/t/p/w500/ekstpH614fwDX8DUln1a2Opz0N8.jpg,Crime|Drama
357,Four Weddings and a Funeral (1994),Comedy|Romance,1994.0,Four Weddings and a Funeral,103,3.519,109831,712,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.",https://image.tmdb.org/t/p/w500/qa72G2VS0bpxms6yo0tI9vsHm2e.jpg,Comedy|Drama|Romance
2706,American Pie (1999),Comedy|Romance,1999.0,American Pie,103,3.379,163651,2105,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score"" by their senior prom.",https://image.tmdb.org/t/p/w500/5P68by2Thn8wHAziyWGEw2O7hco.jpg,Comedy|Romance
161,Crimson Tide (1995),Drama|Thriller|War,1995.0,Crimson Tide,103,3.636,112740,8963,"After the Cold War, a breakaway Russian republic with nuclear warheads becomes a possible worldwide threat. U.S. submarine Capt. Frank Ramsey signs on a relatively green but highly recommended Lt. Cmdr. Ron Hunter to the USS Alabama, which may be the only ship able to stop a possible Armageddon. When Ramsey insists that the Alabama must act aggressively, Hunter, fearing they will start rather than stop a disaster, leads a potential mutiny to stop him.",https://image.tmdb.org/t/p/w500/21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg,Thriller|Action|Drama|War
6,Heat (1995),Action|Crime|Thriller,1995.0,Heat,102,3.946,113277,949,Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.,https://image.tmdb.org/t/p/w500/umSVjVdbVwtx5ryCA2QXL44Durm.jpg,Crime|Drama|Action
1222,Full Metal Jacket (1987),Drama|War,1987.0,Full Metal Jacket,102,4.098,93058,600,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,https://image.tmdb.org/t/p/w500/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg,Drama|War
5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,2002.0,Harry Potter and the Chamber of Secrets,102,3.598,295297,672,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione's magical abilities and courage.",https://image.tmdb.org/t/p/w500/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,Adventure|Fantasy
778,Trainspotting (1996),Comedy|Crime|Drama,1996.0,Trainspotting,102,4.039,117951,627,"Heroin addict Mark Renton stumbles through bad ideas and sobriety attempts with his unreliable friends --Sick Boy, Begbie, Spud and Tommy. He also has an underage girlfriend, Diane, along for the ride. After cleaning up and moving from Edinburgh to London, Mark finds he can't escape the life he left behind as Begbie and Sick Boy come knocking.",https://image.tmdb.org/t/p/w500/1jUC02qsqS2NxBMFarbIhcQtazV.jpg,Drama|Crime
434,Cliffhanger (1993),Action|Adventure|Thriller,1993.0,Cliffhanger,101,3.035,106582,9350,"A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money.",https://image.tmdb.org/t/p/w500/b28DOM54OHb1c7Lsk6Nu7Kwuonj.jpg,Action|Adventure|Thriller
454,"Firm, The (1993)",Drama|Thriller,1993.0,"Firm, The",101,3.535,106918,37233,"Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...",https://image.tmdb.org/t/p/w500/kFexXCzidkm4LwlgZqxsJsDQB5v.jpg,Drama|Mystery|Thriller
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,1995.0,Outbreak,101,3.426,114069,6950,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col. Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",https://image.tmdb.org/t/p/w500/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg,Action|Drama|Science Fiction|Thriller
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX,2006.0,V for Vendetta,100,3.885,434409,752,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",https://image.tmdb.org/t/p/w500/piZOwjyk1g51oPHonc7zaQY3WOv.jpg,Action|Thriller|Science Fiction
912,Casablanca (1942),Drama|Romance,1942.0,Casablanca,100,4.24,34583,289,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",https://image.tmdb.org/t/p/w500/lGCEKlJo2CnWydQj7aamY7s1S7Q.jpg,Drama|Romance
4022,Cast Away (2000),Drama,2000.0,Cast Away,100,3.7,162222,8358,"Chuck Noland, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's the only survivor, and finds himself marooned on a desolate island. With no way to escape, Chuck must find ways to survive in his new home.",https://image.tmdb.org/t/p/w500/7lLJgKnAicAcR5UEuo8xhSMj18w.jpg,Adventure|Drama
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,1997.0,Austin Powers: International Man of Mystery,100,3.535,118655,816,"As a swinging fashion photographer by day and a groovy British superagent by night, Austin Powers is the '60s' most shagadelic spy. But can he stop megalomaniac Dr. Evil after the bald villain freezes himself and unthaws in the '90s? With the help of sexy sidekick Vanessa Kensington, he just might.",https://image.tmdb.org/t/p/w500/5uD4dxNX8JKFjWKYMHyOsqhi5pN.jpg,Science Fiction|Comedy|Crime
104,Happy Gilmore (1996),Comedy,1996.0,Happy Gilmore,99,3.439,116483,9614,"Failed hockey player-turned-golf whiz Happy Gilmore — whose unconventional approach and antics on the green courts the ire of rival Shooter McGavin — is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",https://image.tmdb.org/t/p/w500/epFP29rGrLPseuKxpz3mGKr23Do.jpg,Comedy
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,1999.0,Being John Malkovich,99,3.955,120601,492,"One day at work, unsuccessful puppeteer Craig finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters its mad and controlling world of overtaking another human body.",https://image.tmdb.org/t/p/w500/vKVUsumbCzK5Kn3aDpKM4EizKCA.jpg,Comedy|Drama|Fantasy
339,While You Were Sleeping (1995),Comedy|Romance,1995.0,While You Were Sleeping,98,3.469,114924,2064,"A transit worker pulls commuter Peter off railway tracks after he's mugged, but—while he's in a coma—his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be.",https://image.tmdb.org/t/p/w500/qNGO3ETcNwlWqK2kNRpbJSJRlos.jpg,Romance|Comedy
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,1964.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,97,4.268,57012,935,"After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop it.",https://image.tmdb.org/t/p/w500/4UQJ60D2NRD9OPrTdjBHfpLl3c4.jpg,Comedy|War
72998,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,2009.0,Avatar,97,3.603,499549,19995,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",https://image.tmdb.org/t/p/w500/gKY6q7SjCkAU6FqvqWybDYgUKIF.jpg,Action|Adventure|Fantasy|Science Fiction
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,1988.0,Who Framed Roger Rabbit?,97,3.572,96438,856,"'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.",https://image.tmdb.org/t/p/w500/lYfRc57Kx9VgLZ48iulu0HKnM15.jpg,Fantasy|Animation|Comedy|Crime
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,1997.0,L.A. Confidential,97,4.062,119488,2118,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,https://image.tmdb.org/t/p/w500/lWCgf5sD5FpMljjpkRhcC8pXcch.jpg,Crime|Mystery|Thriller|Drama
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,1999.0,Toy Story 2,97,3.861,120363,863,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",https://image.tmdb.org/t/p/w500/yFWQkz2ynjwsazT6xQiIXEUsyuh.jpg,Animation|Comedy|Family
3949,Requiem for a Dream (2000),Drama,2000.0,Requiem for a Dream,96,3.922,180093,641,The drug-induced utopias of four Coney Island residents are shattered when their addictions run deep.,https://image.tmdb.org/t/p/w500/nOd6vjEmzCT0k4VYqsA2hwyi87C.jpg,Crime|Drama
1784,As Good as It Gets (1997),Comedy|Drama|Romance,1997.0,As Good as It Gets,96,3.698,119822,2898,"Melvin Udall, a cranky, bigoted, obsessive-compulsive writer of romantic fiction, is rude to everyone he meets, including his gay neighbor, Simon. After Simon is brutally attacked and hospitalized, Melvin finds his life turned upside down when he has to look after Simon's dog. In addition, Carol, the only waitress at the local diner who will tolerate him, leaves work to care for her chronically ill son, making it impossible for Melvin to eat breakfast.",https://image.tmdb.org/t/p/w500/xXxuJPNUDZ0vjsAXca0O5p3leVB.jpg,Drama|Comedy|Romance
6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,2003.0,"Matrix Reloaded, The",96,3.354,234215,604,"The Resistance builds in numbers as humans are freed from the Matrix and brought to the city of Zion. Neo discovers his superpowers, including the ability to see the code inside the Matrix. With machine sentinels digging to Zion in 72 hours, Neo, Morpheus and Trinity must find the Keymaker to ultimately reach the Source.",https://image.tmdb.org/t/p/w500/aA5qHS0FbSXO8PxcxUIHbDrJyuh.jpg,Adventure|Action|Thriller|Science Fiction
1961,Rain Man (1988),Drama,1988.0,Rain Man,96,3.807,95953,380,"When car dealer Charlie Babbitt learns that his estranged father has died, he returns home to Cincinnati, where he discovers that he has a savant older brother named Raymond and that his father's $3 million fortune is being left to the mental institution in which Raymond lives. Motivated by his father's money, Charlie checks Raymond out of the facility in order to return with him to Los Angeles. The brothers' cross-country trip ends up changing both their lives.",https://image.tmdb.org/t/p/w500/iTNHwO896WKkaoPtpMMS74d8VNi.jpg,Drama
4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime,2000.0,"O Brother, Where Art Thou?",94,3.809,190590,134,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",https://image.tmdb.org/t/p/w500/s9foMAcLg8GEzzQzer04qOGdD1k.jpg,Adventure|Comedy|Crime
2502,Office Space (1999),Comedy|Crime,1999.0,Office Space,94,4.09,151804,1542,"A depressed white-collar worker tries hypnotherapy, only to find himself in a perpetual state of devil-may-care bliss that prompts him to start living by his own rules, and hatch a hapless attempt to embezzle money from his soul-killing employers.",https://image.tmdb.org/t/p/w500/v7fBXxHZ5WQn2PGgpXhTqHgtcJk.jpg,Comedy
59315,Iron Man (2008),Action|Adventure|Sci-Fi,2008.0,Iron Man,94,3.824,371746,1726,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",https://image.tmdb.org/t/p/w500/78lPtwv72eTNqFW9COBYI0dWDJa.jpg,Action|Science Fiction|Adventure
4011,Snatch (2000),Comedy|Crime|Thriller,2000.0,Snatch,93,4.156,208092,107,"Unscrupulous boxing promoters, violent bookies, a Russian gangster, incompetent amateur robbers, and supposedly Jewish jewellers fight to track down a priceless stolen diamond.",https://image.tmdb.org/t/p/w500/kJZoAHq1SLDdWjeNGtlHAnGpmFV.jpg,Crime|Comedy
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,1993.0,"Nightmare Before Christmas, The",93,3.554,107688,9479,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",https://image.tmdb.org/t/p/w500/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg,Fantasy|Animation|Family
8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,2004.0,Harry Potter and the Prisoner of Azkaban,93,3.914,304141,673,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",https://image.tmdb.org/t/p/w500/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,Adventure|Fantasy
8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,2004.0,Shrek 2,92,3.576,298148,809,"Shrek, Fiona, and Donkey set off to Far, Far Away to meet Fiona's mother and father, the Queen and King. But not everyone is happily ever after, as Shrek and the King find it difficult to get along. But when the Fairy Godmother discovers that Fiona has married Shrek instead of her son Prince Charming as King Harold had promised, she plots to destroy their marriage and replace the ogre with her son Charming.",https://image.tmdb.org/t/p/w500/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg,Animation|Family|Comedy|Fantasy|Adventure|Romance
288,Natural Born Killers (1994),Action|Crime|Thriller,1994.0,Natural Born Killers,92,3.234,110632,241,Two victims of traumatized childhoods become lovers and serial murderers irresponsibly glorified by the mass media.,https://image.tmdb.org/t/p/w500/fEKZwT91gxvkAoyPgpNXo8W5fu0.jpg,Crime|Thriller|Drama
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,1998.0,Armageddon,92,3.054,120591,95,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",https://image.tmdb.org/t/p/w500/eTM3qtGhDU8cvjpoa6KEt5E2auU.jpg,Action|Thriller|Science Fiction|Adventure
5378,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX,2002.0,Star Wars: Episode II - Attack of the Clones,92,3.158,121765,1894,"Following an assassination attempt on Senator Padmé Amidala, Jedi Knights Anakin Skywalker and Obi-Wan Kenobi investigate a mysterious plot that could change the galaxy forever.",https://image.tmdb.org/t/p/w500/oZNPzxqM2s5DyVWab09NTQScDQt.jpg,Adventure|Action|Science Fiction
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,1939.0,"Wizard of Oz, The",92,3.88,32138,630,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",https://image.tmdb.org/t/p/w500/5iZCwQfRI3bay1PiH24jlw9ec92.jpg,Adventure|Fantasy|Family
2396,Shakespeare in Love (1998),Comedy|Drama|Romance,1998.0,Shakespeare in Love,92,3.777,138097,1934,"Young William Shakespeare is forced to stage his latest comedy, 'Romeo and Ethel, the Pirate's Daughter', before it's even written. When lovely noblewoman Viola de Lesseps auditions for a role, they fall into forbidden love — and Shakespeare's play finds a new life (and title). As their relationship intensifies, the comedy soon transforms into tragedy.",https://image.tmdb.org/t/p/w500/zdW7jdzPi4J9KZR3TyY2jn3Xh5e.jpg,Romance|History|Comedy
2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,1998.0,"Bug's Life, A",92,3.516,120623,9487,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",https://image.tmdb.org/t/p/w500/Ah3J9OJVc2CNCuH2zMydXy9fmIC.jpg,Family|Animation|Adventure|Comedy
3948,Meet the Parents (2000),Comedy,2000.0,Meet the Parents,91,3.418,212338,1597,"Greg Focker is ready to marry his girlfriend, Pam, but before he pops the question, he must win over her formidable father, humorless former CIA agent Jack Byrnes, at the wedding of Pam's sister. As Greg bends over backward to make a good impression, his visit to the Byrnes home turns into a hilarious series of disasters, and everything that can go wrong does, all under Jack's critical, hawklike gaze.",https://image.tmdb.org/t/p/w500/5tXJ9ctuyEOMUFLaeqRisbXowWs.jpg,Comedy|Romance
